Frame;Clase;ID;Xmin;Ymin;Xmax;Ymax
8;car;39;1602.211060;482.030518;1650.601929;516.875427
8;car;40;672.143860;378.395081;714.065063;404.083435
8;car;41;1853.751587;557.119019;1919.621216;604.778564
8;car;42;1561.394531;487.594757;1621.932251;538.335938
8;car;43;1620.936401;528.560181;1714.993896;574.461487
8;car;44;1880.232910;591.621643;1920.000000;658.360657
8;car;45;1099.080078;284.764893;1122.896362;300.053955
8;car;46;1637.965820;545.480591;1749.792358;602.491089
8;car;47;260.873352;319.299469;306.625122;347.295288
8;car;48;1089.247070;257.500854;1106.194458;270.040527
8;car;49;1678.634277;492.515045;1749.264038;543.122131
8;car;50;1079.182251;384.470673;1110.146729;410.578857
8;car;51;1043.478027;281.561218;1062.025024;298.220184
8;car;53;1739.468872;553.806763;1830.553955;609.486023
8;car;55;401.633606;357.621307;465.440308;388.771545
8;pedestrian;38;362.489380;644.037903;395.941284;707.696472
8;motor;56;704.505493;649.420898;758.643066;706.798828
8;car;57;1098.350098;288.716614;1119.657104;305.952454
9;car;1;921.180176;760.376892;1022.453796;909.451294
9;car;2;1080.170776;618.083069;1153.321655;707.490234
9;car;3;954.238098;589.674438;1020.259705;662.427856
9;car;4;977.436951;505.024750;1035.209351;564.069946
9;car;5;1072.451172;413.770844;1108.588989;450.421265
9;car;6;1151.427246;488.237152;1208.083374;545.318665
9;car;7;1012.019653;369.619873;1042.411133;398.169556
9;car;8;551.325684;367.488312;610.353210;400.136871
9;car;9;1773.174438;711.254883;1918.614136;801.673950
9;car;10;1627.552002;579.248779;1722.742432;654.277832
9;car;11;1074.444214;316.894897;1092.904053;334.540985
9;pedestrian;12;1385.184326;728.881897;1413.039917;802.590759
9;pedestrian;13;2.546244;584.325623;35.527184;645.493164
9;car;14;639.504883;361.272217;676.247620;388.500000
9;car;15;782.750793;377.049255;831.293518;407.914246
9;car;16;349.123047;370.737396;425.168457;400.261322
9;car;17;291.691040;324.572601;340.471649;350.276398
9;car;18;126.536186;343.746094;179.622589;377.766998
9;car;19;1712.845215;589.756653;1822.553589;661.135681
9;car;20;73.586678;344.325043;124.144691;377.113464
9;car;21;508.539886;338.981537;548.455566;363.775848
9;car;22;1572.446167;545.856018;1655.481689;608.989502
9;car;23;1788.830078;506.543732;1845.151489;548.888123
9;car;24;1219.441895;424.170898;1312.967041;461.207489
9;car;25;1824.030396;596.659973;1904.395508;667.272766
9;car;26;1867.175049;511.949799;1920.000000;554.389893
9;car;27;1112.485840;326.684967;1139.359253;348.587921
9;car;28;1108.699463;307.940643;1130.308350;323.808563
9;car;29;206.372696;338.592041;275.213898;365.553986
9;car;30;50.338966;315.879272;106.235527;341.970093
9;car;31;300.775665;350.104431;355.410858;386.113983
9;car;33;13.806424;325.244293;74.997513;351.832001
9;car;34;1804.976318;482.733185;1852.348999;520.912170
9;car;35;0.000000;327.551422;46.170139;357.456848
9;car;36;740.865906;373.463196;782.649475;408.546265
9;car;37;1487.524780;489.317871;1565.249268;539.401489
9;car;39;1604.271973;482.425690;1652.352905;516.919067
9;car;40;671.920837;378.217133;713.967651;403.938324
9;car;41;1853.978638;556.601807;1920.000000;604.682251
9;car;42;1562.292114;488.261322;1621.161987;537.728882
9;car;43;1621.739868;527.749207;1715.517212;573.285217
9;car;44;1880.121704;591.459961;1920.000000;659.634949
9;car;45;1099.717896;284.474213;1122.901611;299.425537
9;car;46;1638.287964;545.373413;1749.309082;602.261780
9;car;47;260.677551;319.083801;306.780060;347.304626
9;car;48;1088.939575;257.795135;1105.989136;270.502167
9;car;49;1678.764893;492.544159;1749.315430;543.099182
9;car;50;1079.530151;385.328461;1110.003296;410.718475
9;car;51;1043.293457;281.354065;1062.100342;298.147827
9;car;53;1737.327759;553.222229;1828.896484;609.243225
9;car;55;402.613586;358.051971;465.602722;388.883301
9;motor;56;705.470032;650.348938;757.957458;705.898499
9;car;57;1098.774902;288.960663;1119.933472;306.080170
9;car;58;185.055069;320.478241;228.632797;345.034088
10;car;1;920.585938;762.585571;1021.492432;910.480103
10;car;2;1080.858398;619.241760;1153.718140;708.013672
10;car;3;953.989502;590.495056;1020.352722;663.777832
10;car;4;978.099792;506.430328;1035.465332;565.016968
10;car;5;1072.509766;414.375427;1108.768555;451.157166
10;car;6;1151.412231;489.056885;1208.381836;546.483398
10;car;7;1011.277771;370.456268;1042.104614;399.424591
10;car;8;551.354065;367.496246;610.359070;400.161804
10;car;9;1773.009521;711.243408;1918.406738;801.555359
10;car;10;1627.829468;579.893005;1722.554077;654.425903
10;car;11;1074.782837;316.938721;1093.210815;334.526306
10;pedestrian;12;1385.235596;728.997192;1413.117432;802.412415
10;pedestrian;13;2.915543;584.031921;36.227711;645.196350
10;car;14;639.540100;361.282501;676.198425;388.485107
10;car;15;782.741394;377.049500;831.246704;407.866577
10;car;16;349.024048;370.680634;425.322815;400.305359
10;car;17;291.697479;324.584229;340.513916;350.304688
10;car;18;126.458420;343.794006;179.285690;377.762573
10;car;19;1711.870728;589.009399;1822.701782;661.140015
10;car;20;73.589676;344.354675;124.169647;377.119537
